participant,group-id,n-comments,n-votes,n-agree,n-disagree,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
104,,0,6,1,4,,,,1,0,,-1,,-1,,-1,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,1,0,11,6,5,,,,1,-1,-1,,,1,,,-1,1,-1,,1,1,,-1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,1,0,9,5,2,,,,1,,,1,,,,,1,,1,,,,,,,,,,,,,-1,,-1,,,,,,1,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,
201,0,0,12,8,0,,,,1,,1,,0,,,,,1,,,,,1,,,,1,,,,1,,,,,,0,,,,,,,,0,,1,,0,,,1,,,,,,,,,,,,,,,,,
205,0,0,15,11,3,,,,1,,,,,,-1,,-1,1,,-1,,,1,,,,,1,,,,,,,0,,,,,,1,1,,,,,,1,,1,1,1,1,,,,,,,,,,,,,,,,
230,0,0,24,18,6,,,,1,1,,-1,-1,1,,,,1,-1,,,,1,1,1,-1,1,,,1,,1,,1,,,-1,1,1,,1,,1,,1,,,1,-1,1,,,,,,,,,,,,,,,,,,,
242,0,0,11,9,1,,,,1,,1,-1,,,,,,,,,,,,,,,1,,,,,0,1,,1,,,1,,1,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,
248,,0,6,2,0,,,,0,,,,,,1,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
265,1,0,8,1,5,,,,0,,,,,,,,,-1,,,,,,,,,,,,,0,,,,,,,-1,-1,-1,,,,,,,,,1,,,,,,,,,-1,,,,,,,,,,,
297,1,0,20,3,9,,,,0,-1,-1,1,,,1,,,-1,1,0,0,,0,,,,,-1,-1,-1,,,,,,,,0,,,,,,,-1,,,,,0,,,,0,-1,,,-1,,0,,,,,,,,,
316,0,0,8,6,1,,,,1,,,-1,,,,,,,,,,,,,,,,,,1,0,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,
318,0,0,15,7,5,,,,1,,,,,,,,-1,,,,-1,,,1,0,-1,,,,,,1,,1,,,1,,,,,0,,,,,,1,-1,,,,-1,,,,,,,,,1,,,,0,,,
373,,0,5,2,3,,,,1,,,,,,,,,,,,1,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,-1,
376,0,0,29,8,1,,,,1,0,0,,0,,-1,,,1,,,1,0,,,,0,1,,,,0,,0,1,,0,,0,,,,,0,1,,,,0,0,,0,,1,,,0,0,0,,0,,0,,0,,,0,1,
379,0,0,13,4,5,,,,1,,,-1,,,-1,-1,-1,,,0,,,,,,-1,,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,0,,,,,0,,,0,,,,,
383,0,0,10,5,2,,,,-1,,,,,,,,,,0,,-1,,,1,,,,,,1,,,,,,,0,,1,,1,,,,,,1,,,,,,,,,,0,,,,,,,,,,,,
11,,0,1,0,1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,0,3,3,0,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,0,0,7,3,4,,,,,1,,-1,-1,,,,,1,,-1,-1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,1,0,8,6,2,,,,,-1,,1,1,1,,,,,1,1,,,,,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,,0,3,3,0,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,,0,6,3,3,,,,,1,,,,,,,,,,,,,,,1,-1,,,,,,,,,,,,1,,,-1,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,
216,0,0,10,5,0,,,,,0,,,,1,0,,,,,,,,,,0,,1,,1,,,,,1,,,,,,,,0,,,,1,,0,,,,,,,,,,,,,,,,,,,,,
285,1,1,18,1,17,,,,,-1,,-1,,,,,,,-1,-1,,,,,-1,,,-1,,-1,,-1,,-1,,,-1,-1,,,,,-1,,,,-1,-1,,,,,,,-1,-1,-1,,,,1,,,,,,,,
307,0,0,27,15,10,,,,,1,,-1,,-1,-1,-1,,1,,,,-1,1,,,-1,,1,,1,0,,1,1,,,-1,,,0,,,,,,-1,1,,,1,,1,,,1,-1,,1,1,,,,1,-1,1,,,,
311,0,0,11,9,0,,,,,1,,,,,,,,0,,,,,1,,,,1,,1,1,,,,,,,,,,1,0,,,1,,,,,1,,,,,,,,,,,1,,,,,,,,,
331,,0,2,2,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
336,1,0,16,6,9,,,,,-1,,,-1,,,,,1,,0,,,,,1,1,,,,1,,,,,,,,,1,,-1,,-1,,,,,-1,,,-1,,,,,,-1,,,-1,1,,,,,,-1,,
340,0,0,13,5,5,,,,,1,,,,,,,-1,,,0,,-1,,,0,,,,,,,,1,,,,,,,,0,,,1,-1,,,,-1,1,,1,,,,,-1,,,,,,,,,,,,
345,0,0,20,10,8,,,,,1,1,,,0,,,,1,-1,,-1,,1,,,,,,,,0,,,,,,,,-1,,,,1,,1,1,,,-1,1,,,,1,,,-1,-1,,,,,-1,,,-1,,1,
350,0,0,13,9,2,,,,,1,,,-1,,,,,,,,1,-1,,,,,,1,,1,,,1,,,,1,0,1,1,,,,,,,,,,,,,1,,,,,,,,,,,0,,,,,
394,0,0,18,12,3,,,,,1,,,,,,,,,,0,0,-1,,1,,,,1,1,,,1,1,,,,-1,1,,1,,1,,,,,,,,1,-1,,,1,,1,,,,,,,,,,0,,,
406,,0,2,2,0,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,0,1,1,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,,0,1,1,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,1,1,23,5,3,,,,,,0,0,,1,,,,0,1,0,,,,-1,0,0,0,,,,0,,0,,0,0,1,,0,,1,-1,,,-1,0,0,0,1,,,,,,,,,,,,,,,,,,,,
187,0,0,10,7,2,,,,,,1,-1,,,,,,,-1,,,,1,1,,,,,,,,1,1,,0,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
188,0,0,15,13,1,,,,,,1,,,,,-1,,,1,1,,,1,,,,,1,,1,1,,,1,,,1,,,,1,,1,1,,,,1,,,0,,,,,,,,,,,,,,,,,,
190,0,0,11,8,1,,,,,,0,,,0,,,,,,-1,,,1,,,,,,1,,,,,,,1,,1,,,,,1,1,,,,1,,1,,,,,,,,,,,,,,,,,,,
239,0,0,18,12,5,,,,,,1,,-1,,-1,,-1,,,,,-1,,,,,,1,,1,,1,1,,,1,,,1,1,-1,,1,1,,,,,,1,,,0,,,,,1,,,,,,,,,,,
247,0,0,18,10,7,,,,,,1,-1,,,-1,-1,-1,,-1,,,-1,,,,0,,1,1,,,1,1,,,,,,,1,,,,,,1,1,,-1,,,,,1,,,1,,,,,,,,,,,,
249,0,0,7,6,1,,,,,,1,,,,,-1,,,,,,,,,,,,1,,1,1,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
283,0,0,7,4,3,,,,,,1,,-1,,,,,-1,,,,,,,1,,,1,,1,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,0,3,0,3,,,,,,,-1,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,,0,4,1,0,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,0,0,9,6,2,,,,,,,-1,,,,,,,,,0,,,,,,1,1,,,,,,,,,,-1,,,,,,1,,,,1,,,,1,,,,,,,,1,,,,,,,,,
382,1,0,14,4,10,,,,,,,1,1,,1,,,,,,,,,,,1,,,,-1,,-1,-1,,,,,,,,,,,-1,,-1,-1,-1,,-1,,,-1,,,,,,,,,,,-1,,,,,
392,0,0,14,7,5,,,,,,,-1,,,,-1,,,,,,,,,,,,1,,1,0,1,,,,1,,,,,,,,0,,,,,-1,,,1,,1,,,,1,,,,,-1,-1,,,,,
107,,0,1,0,1,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,,0,1,1,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,0,0,9,4,5,,,,,,,,-1,-1,,-1,-1,,,,,,,,1,,1,,,,-1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,0,0,7,6,1,,,,,,,,1,,,,-1,,,,,,,,1,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,
111,,0,1,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,,0,4,2,2,,,,,,,,,-1,,-1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,0,0,7,7,0,,,,,,,,,1,,,,,,,1,,,,1,,,,,1,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,0,0,9,6,1,,,,,,,,,-1,,,,1,,,,,,,,0,1,,1,,,,,,,1,,,1,,,,,,0,,,,,,,,,1,,,,,,,,,,,,,,,
282,,0,3,3,0,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,
310,1,0,12,6,4,,,,,,,,,1,,,,,,,,-1,,,,,,,,,,0,,1,,0,,,-1,,,,,,,-1,,,,,-1,,,,1,,,,1,,,,,,1,1,,,
386,1,0,9,0,0,,,,,,,,,0,,0,,,,,,,,,,0,,,,,0,,,,,,,,,,0,,0,,,,,,,,,0,,,,0,,,,,,0,,,,,,,
389,1,0,9,0,0,,,,,,,,,0,,,,,,,,,,,,,,,0,0,0,0,,,,0,,0,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
54,,0,1,1,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,0,1,1,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,0,0,10,6,3,,,,,,,,,,-1,,-1,,,,,,1,,,,,1,1,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,1,,,-1,,,0,,,,,
357,0,0,16,5,11,,,,,,,,,,-1,,-1,,-1,-1,,-1,,1,,,,,1,,,,,,,,-1,1,,,,,,,,,,,-1,,-1,,,1,-1,,,,,,,,,-1,,-1,1,,
374,,0,6,3,3,,,,,,,,,,-1,,,,1,,,-1,,,,,,,,,,,,,,,,,,,1,,,,,,,,-1,,,,,,,,,1,,,,,,,,,,,
61,,0,1,0,1,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,0,1,0,1,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,,0,1,0,1,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,,0,1,0,1,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,0,0,9,3,3,,,,,,,,,,,-1,,,,,,,,,,-1,,,,,1,,,,,,,,,1,,0,,,,0,,,-1,,,,0,,,,,,,1,,,,,,,,,
361,0,0,15,10,4,,,,,,,,,,,-1,,1,-1,,,,,,,,,,,1,,1,,,,,-1,,,1,,,0,,,,,,,1,,,,,,,1,,,,-1,,1,1,,1,1,,
372,0,0,13,6,4,,,,,,,,,,,-1,,,,0,1,,1,1,,-1,1,,,,-1,,,,,,0,,,,,,,,,,,,,,,,,1,,,,,1,,-1,,,0,,,,,
53,,0,1,0,1,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,0,0,7,4,2,,,,,,,,,,,,-1,,,,-1,,,1,0,,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,,0,1,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,,0,4,2,2,,,,,,,,,,,,-1,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,
246,,0,1,0,1,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,,0,1,0,1,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,0,0,13,10,3,,,,,,,,,,,,-1,,,1,,-1,,,,,,1,,,,,1,,,,,,,1,,,,,1,1,1,,-1,,1,,,,,,,1,1,,,,,,,,,,
347,,0,4,3,1,,,,,,,,,,,,-1,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
119,1,0,7,2,2,,,,,,,,,,,,,1,,0,0,,0,,,1,,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,,0,3,0,1,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,0,0,8,6,1,,,,,,,,,,,,,1,,,0,,,,,,,,,1,,1,,,,,,,,,,,1,1,-1,,,,,,,,,,,,1,,,,,,,,,,,,
293,,0,5,1,1,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,-1,,,,,,1,,,,,,
343,0,0,10,8,1,,,,,,,,,,,,,1,,,0,,,,1,-1,,,,,1,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,,1,,,1,,,,
354,,0,4,0,4,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,-1,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,,0,4,4,0,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,
241,,0,2,1,1,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
277,,0,5,2,2,,,,,,,,,,,,,,-1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,0,,,,,,,,,,,
349,0,0,9,4,5,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,,,1,,1,,,-1,,,,,,1,,-1,,,,,,,-1,,,1,,,,,,,,,,
404,,1,3,1,2,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,1
194,,0,5,4,0,,,,,,,,,,,,,,,1,0,,,,,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,,0,1,1,0,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,0,2,0,2,,,,,,,,,,,,,,,,-1,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,,0,1,0,1,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,,0,1,1,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,0,1,0,1,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,,0,1,0,1,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,,0,4,0,4,,,,,,,,,,,,,,,,,-1,,,,,,,,,,-1,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,,
65,,2,2,2,0,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,,0,1,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,,0,4,4,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
197,,0,1,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,,0,1,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,,0,3,3,0,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,,1,2,1,1,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,,0,1,1,0,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,,0,2,2,0,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
234,,0,4,4,0,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
348,,0,5,2,3,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,1,,-1,,,,,,,,,,,,,,,,,,,,,,1,,,-1,,
103,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,,0,2,2,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,,,,,,,,,,,,,,
139,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
294,,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
262,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,,0,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,
398,,0,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,
235,,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
269,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
353,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
329,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
315,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
338,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
180,,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
395,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
228,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,
296,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,
405,,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
377,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
298,,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
299,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
378,,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
325,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,
360,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
