participant,group-id,n-comments,n-votes,n-agree,n-disagree,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81
321,,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,0,1,28,18,9,,-1,0,-1,,,1,1,,1,1,,-1,1,,,,1,,-1,1,,,-1,-1,,1,,,,,1,,-1,1,1,,,,,-1,1,,1,1,,1,,1,1,,,,,-1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
329,0,0,23,14,1,,0,0,,0,0,1,,1,0,,,,,,1,,1,,0,,,1,,,1,,,,,1,0,,1,,,,,,0,1,1,,1,1,,1,,-1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,0,0,18,5,0,,0,,,0,0,,,,,,,,,1,1,0,,0,,,,,,,,,1,0,0,1,0,,,0,,,,,,,,,,,,0,,0,,1,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,0,0,33,20,1,,0,0,,-1,,0,0,1,,1,1,1,0,,1,1,0,0,,1,,1,1,1,,,1,,1,,1,,1,1,1,,0,0,0,1,,,,,0,,,,,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,0,0,13,10,2,,1,-1,,,,,,,,,,,0,,,,,,,,,,,1,,,1,,,1,,,1,,1,-1,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,0,0,28,22,3,,0,,0,-1,,1,,1,,1,,,,1,1,,0,1,,1,,,1,,,,,,,1,1,1,1,1,,-1,1,,1,1,1,,,,1,1,-1,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,0,0,10,8,2,,-1,,,,,1,,1,,,,1,,,,,,-1,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,
384,0,0,15,10,2,,0,0,0,1,,,,1,,,,,,-1,,,,,,,,,,,-1,,,,1,,,,,,,,,1,,,,,1,,,1,,1,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,
386,0,0,22,14,3,,0,,,0,,1,,,-1,,0,,,,,,1,1,,1,,,1,,,1,,,1,1,,1,1,,,-1,,,,,,,1,,,,,,,1,,,,-1,,,,,0,,,1,,0,,,1,,,,,,,,,,,,,,
397,0,0,7,6,0,,1,,,,,0,,,,,,,,,1,,,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
412,0,0,15,13,1,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,-1,,,1,,,,,,,,,1,,1,,,,,1,,,,0,,1,,,,1,1,,,,1,,,,,,,,,,,,,
418,0,0,21,11,4,,0,,,-1,,,,,,,,,,,1,,,0,,,,1,1,,,,,1,,,1,,,,,-1,1,-1,0,,,,,1,0,,,1,,,,,,1,,,,,,1,1,0,,0,-1,,,,,,,,,,,,,,,,
430,0,0,34,26,5,,0,,0,,1,1,-1,,,1,1,0,1,,,,1,,,1,,,,,1,,-1,,1,,,1,1,1,,,1,1,,,,,,1,,1,-1,,1,,1,,-1,1,1,,,,,1,1,,1,,1,1,1,-1,,,,,,,,,,,,,
436,0,0,13,5,5,,0,0,0,-1,,,,1,,,,,,,,,,,,,,1,,,,,-1,,,,,,,1,,,,,,,,,-1,,,,,,1,,,,,,,,,,,,,-1,,,-1,1,,,,,,,,,,,,,,,
440,0,0,22,15,1,,0,,,,,0,,0,,,-1,,,1,1,1,1,,,,,,,,,,,1,0,,,,,,,,1,,,1,1,,,1,,1,,,1,,,,,,,,,1,,1,,1,,0,,0,,1,,,,,,,,,,,,,
445,0,0,14,0,0,,0,0,,0,0,,,,,,,0,,,,0,,0,,0,,,,,,0,,0,,,0,,,,,,0,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,0,0,12,11,1,,1,,,,,,,,1,,,,1,,,,1,,,,,,,,,1,,1,,,,,1,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,-1,,,,1,,,,,,,,,,,,,
467,0,1,16,9,2,,0,,,,,,,,,,,,0,,,1,1,,,,,,,,0,,1,,,1,,,0,,,,1,,1,,,,,,,,,,1,,,-1,,-1,,,,1,,,,,,,,0,,,,,,,,,,1,,,,,
472,,0,2,1,1,,-1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,0,0,12,9,1,,1,,,,,,0,1,,1,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,-1,0,,,,,1,,,,,,,1,,1,,1,,,,,,,,,,,,,
477,0,0,12,5,1,,0,,,,,,,1,0,,1,,,,,,,1,,,,,0,,,,,,,0,,0,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,1,,,,,,,,,,,,,,
479,0,1,12,7,0,,0,,,,,1,,,,,0,,,,0,,,,,,,,,,,,,,,,0,,,1,,,,,,1,0,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,
31,,0,2,1,0,,,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,1,6,11,9,2,,,-1,,1,,,,,-1,,,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,0,0,9,3,1,,,0,0,1,,0,,,,0,1,0,,1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,1,0,9,5,2,,,0,,-1,-1,1,1,1,,,1,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,0,0,11,5,5,,,0,-1,,1,1,1,,1,,1,-1,,-1,-1,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,1,0,15,9,3,,,-1,-1,,1,1,,0,,,1,1,-1,,,,1,1,,,,1,0,0,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,0,0,9,8,0,,,0,,,,,1,,,1,,,,,,,,,,1,,,1,,,,1,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,,0,1,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,0,0,13,9,2,,,0,,1,,1,0,,,,,,,-1,,,1,1,,,,1,1,,,1,,,,1,,,1,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,0,0,14,6,4,,,-1,0,-1,,1,0,,,,,,,0,,,,0,,,,1,,,,,,,,,,,-1,1,1,,1,,,,,,,1,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,0,0,9,5,1,,,0,,,,,,1,,,,,,,,-1,,,,,,,,,,1,,,,1,,1,,0,,,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,0,0,15,9,3,,,0,-1,-1,,,,,-1,,,1,,1,,1,,,,,,1,,,,,0,,,,,1,,,0,,,,,,,,,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,0,0,15,6,0,,,0,0,,,,0,,,,,,0,0,1,,0,0,,1,,,,,,,,,,1,,,,0,,1,,,,,,,,,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,0,0,15,8,4,,,-1,,,,,,1,,,,,-1,,1,0,1,0,,,,,,,,,,,,,0,,1,,,,,-1,1,,1,,1,,,,-1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,,0,2,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,0,0,16,10,2,,,0,,-1,,,0,,,,,,,1,,,,,,,,,,1,,,,1,,,,,,1,0,-1,1,,1,,1,,,1,0,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,,0,4,1,0,,,0,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,,0,4,3,0,,,0,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,0,0,13,9,3,,,0,,,,1,-1,,,,,,,,1,,,,,,,,,,-1,,,,,1,,,,,1,,,,,,,,,,,,1,,1,,,,,1,,,1,,,1,,,,-1,,,,,,,,,,,,,,,,,
392,0,0,10,3,4,,,-1,,,,,0,,,,,,,,,,,,,,,,1,,-1,,,1,,,,,0,,1,,,-1,,,0,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,
404,,0,3,2,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,0,0,8,4,1,,,0,,,,,-1,,,,,,0,,,,,,1,,,0,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
421,0,1,17,6,0,,,0,,,,0,,0,,,,,1,1,,,,0,0,,,,,1,0,,,,,0,,,,0,,,,,0,,,,0,1,,,,,,,,1,,,,,,,,,,,,,,,,0,,,1,,,,,,,,,,
451,0,0,8,7,1,,,-1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,1,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
489,0,0,13,1,1,,,0,,,,,,,,,,,,0,,,,0,,1,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,0,,-1,0,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,
495,,0,3,2,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,
513,0,0,18,12,0,,,0,,1,,,0,,1,1,,,,,,,,,,1,,,,,,,,,,1,,,0,,,,1,0,,0,,,,,,,,,,1,,,,,,,0,1,,1,1,,1,,,1,,,,,,,,,,,,,,,
514,0,0,8,3,2,,,0,,,,,,,,0,,,,,,1,,,,1,,,,,,,,,-1,,1,,,,-1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,0,1,0,1,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,0,4,2,1,,,,-1,0,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,0,2,0,2,,,,-1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,0,6,3,1,,,,0,,,0,,1,,,,,1,-1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,0,4,3,1,,,,-1,,,,,,,,,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,0,1,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,0,1,9,6,1,,,,0,1,,,1,,0,,,,-1,,,,,,,,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,,0,2,1,0,,,,0,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,,0,1,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,0,2,14,8,0,,,,0,,,,,,,,1,,1,,0,,0,,,1,,1,0,,,,,,0,,,,1,,,,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,0,2,18,14,4,,,,1,-1,,,-1,,,1,,-1,,,1,,1,,,,,,1,1,,,,1,1,1,,,,1,,1,,,1,,,,,,,,-1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,0,0,14,5,1,,,,0,,,,0,1,,,,,,,0,-1,0,,0,,,1,1,,,,,0,,,,,,,,,,,1,,1,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,,0,5,4,1,,,,-1,,,,,,,,,,,,,,,1,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,,0,4,4,0,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,0,0,7,3,2,,,,1,,0,,-1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,-1,,,,,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,0,0,9,6,0,,,,0,,,,,,,,1,1,,,,,,1,,,,,,,,,,,,,1,,,,,,,0,0,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,0,0,12,7,5,,,,-1,,,,,,,,,,,,,,,,,,,,,,1,,-1,,,1,,,1,1,,,,,,,,,,,,,,,1,,,,,-1,,,-1,,,,,,1,-1,,1,,,,,,,,,,,,,,,
381,0,0,11,5,2,,,,0,,,,,,,,,,,,-1,,0,,-1,,,,,,,,1,0,,,,,,,,1,,,,,,,1,,,,,,0,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,
406,0,0,11,3,1,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,1,,0,-1,,,,,0,,,,,,,1,0,,,,,,,,,,,,,0,,,,,,,
490,,0,1,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,,0,2,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,0,0,9,3,0,,,,0,0,1,,,,,,,,,0,,,,,0,1,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
56,0,0,7,4,3,,,,,-1,,,-1,,,,,,-1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,0,1,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,1,0,15,11,3,,,,,-1,1,,1,,,0,1,,,1,1,1,1,1,-1,,,,1,1,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,0,0,7,5,1,,,,,1,1,,1,,,,,1,,-1,,,,,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,0,0,16,11,0,,,,,0,,,,,1,,,,1,,1,,,,0,1,,1,,1,0,1,0,,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,,0,1,1,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,1,0,14,13,0,,,,,1,,1,,1,1,1,,,1,,,1,,,0,1,,1,1,,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,,0,4,2,0,,,,,0,,,,,,,,0,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,0,0,11,9,1,,,,,1,1,,1,,,,,,,,,,,1,,,,,,,,,-1,1,0,,,,,,,,1,,,,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,0,0,10,4,3,,,,,-1,0,,,,,,,,,-1,,,,,,,,1,,,,,,,,,0,,,,,,,-1,,,,,1,,1,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,0,0,11,9,1,,,,,-1,,1,,,0,1,,,1,,,,,,,,,,,1,,,,,,,,1,1,,,,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,,0,5,4,1,,,,,-1,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,,0,5,3,1,,,,,-1,,,,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,,0,5,3,0,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
407,,0,2,1,1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
422,,0,3,3,0,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,0,0,10,8,0,,,,,1,,1,,,1,,,,,,,,,,,1,,0,,1,,,,,1,,,,,1,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,0,0,24,10,0,,,,,1,,,,,,1,,1,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0,1,,,,,0,0,0,0,1,,,0,,,0,,,1,,1,0,1,0,0,,0,1,,,,0,,,1,,,,,,,
9,,0,1,1,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,,0,5,4,1,,,,,,1,1,1,1,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,,0,5,5,0,,,,,,1,,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,,0,5,4,0,,,,,,0,,,,,,,,,,,1,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,,0,2,1,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,,0,5,1,0,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,,0,6,3,2,,,,,,1,,,,,,,,-1,,1,,,,,,,,,,,,,,,,,,,1,,,,-1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,0,0,24,11,3,,,,,,1,1,0,1,0,,0,1,,,,,1,,-1,,,1,,1,-1,,0,,0,1,-1,,,0,,,,,1,,,,0,,1,1,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,0,0,24,23,1,,,,,,1,,,1,1,,,1,1,1,,1,1,,,1,,1,,1,-1,,1,,,,1,,1,,,,,1,,,,,1,,,,,,,,,1,,,,,1,,,1,,,1,1,,1,1,,,,,,,,,,,,,,
400,0,0,10,8,0,,,,,,0,,,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,0,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,
462,,0,4,3,0,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,,,,,,,,,,,,,,,
486,,0,4,2,0,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
34,,3,6,6,0,,,,,,,1,1,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,0,1,0,1,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,0,1,1,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,,0,2,2,0,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,,2,5,3,1,,,,,,,0,,,,,,,,,,,,1,-1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,,0,6,6,0,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,0,0,9,8,0,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,1,0,1,1,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,,0,5,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,,0,3,2,0,,,,,,,0,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,0,0,19,13,0,,,,,,,1,,,,1,1,1,,,,1,,,1,1,,1,,,,,,,,1,0,0,1,,0,,,,0,,,,0,,,0,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,,0,3,2,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,0,0,18,5,1,,,,,,,0,,,,,,,,,1,1,,,,0,,,,,0,,,1,,,,0,1,,,-1,,,0,,,,,,0,,,0,,,,0,,,0,,0,,,,,,,,0,1,,,,,,,,0,,,,,,,
401,0,0,10,7,3,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,-1,,,,,1,,,1,1,,,,,,,,,,1,,-1,,,,,1,,,-1,,,,,,,,,,,,,,,,
403,0,0,13,9,2,,,,,,,-1,,,,,1,,,,,,,,,,,,,,,,,,,1,0,,,,-1,1,1,,,,,,,,,,,,,1,1,,1,1,,,0,,,1,,,,,,,,,,,,,,,,,,,,,
469,,0,1,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,,0,1,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,,0,6,6,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,
520,0,0,7,4,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,1,,,,,,,1,,,1,,0,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
92,,0,1,0,1,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,,0,4,4,0,,,,,,,,1,,,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,0,3,3,0,,,,,,,,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,,1,4,4,0,,,,,,,,1,,,,1,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,,0,1,1,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,,0,1,1,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,,0,4,3,1,,,,,,,,-1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,,0,4,1,0,,,,,,,,1,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,,0,6,3,3,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,1,-1,,,,,,,1,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,,0,3,2,0,,,,,,,,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,,0,4,1,3,,,,,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,
